Symbol,Date,Open,High,Low,Close,Volume
ADANIENT.NS,2024-07-12,3090.0,3098.800048828125,3058.35009765625,3065.449951171875,756036
ADANIENT.NS,2024-07-15,3066.10009765625,3103.5,3058.35009765625,3090.39990234375,724171
ADANIENT.NS,2024-07-16,3110.0,3137.75,3096.10009765625,3109.300048828125,988357
ADANIENT.NS,2024-07-18,3106.0,3111.0,3057.14990234375,3092.199951171875,1021653
ADANIENT.NS,2024-07-19,3092.0,3094.5,3000.0,3005.699951171875,1026941
ADANIENT.NS,2024-07-22,3005.699951171875,3026.89990234375,2972.14990234375,3000.85009765625,662085
ADANIENT.NS,2024-07-23,3020.0,3038.0,2886.35009765625,2995.35009765625,1443331
ADANIENT.NS,2024-07-24,2995.35009765625,3007.5,2959.300048828125,2970.699951171875,693702
ADANIENT.NS,2024-07-25,2960.699951171875,3017.64990234375,2945.10009765625,2973.5,1105721
ADANIENT.NS,2024-07-26,2995.0,3109.0,2988.10009765625,3080.5,1942427
ADANIENT.NS,2024-07-29,3094.300048828125,3120.35009765625,3074.0,3089.35009765625,1037474
ADANIENT.NS,2024-07-30,3092.0,3155.0,3066.64990234375,3128.75,1647048
ADANIENT.NS,2024-07-31,3141.0,3197.5,3135.0,3169.39990234375,2414005
ADANIENT.NS,2024-08-01,3180.0,3258.0,3151.699951171875,3217.25,6149883
ADANIENT.NS,2024-08-02,3200.0,3215.0,3111.0,3160.89990234375,3360209
ADANIENT.NS,2024-08-05,3085.0,3133.050048828125,2996.300048828125,3038.199951171875,2238921
ADANIENT.NS,2024-08-06,3084.0,3142.800048828125,3057.25,3072.699951171875,2125201
ADANIENT.NS,2024-08-07,3118.0,3190.0,3112.0,3185.949951171875,1868169
ADANIENT.NS,2024-08-08,3190.550048828125,3242.64990234375,3156.550048828125,3167.550048828125,2139376
ADANIENT.NS,2024-08-09,3209.0,3219.300048828125,3171.050048828125,3187.550048828125,760165
ADANIENT.NS,2024-08-12,3100.0,3169.85009765625,3014.0,3151.75,10307245
ADANIENT.NS,2024-08-13,3170.050048828125,3178.10009765625,3081.75,3092.199951171875,2192588
ADANIENT.NS,2024-08-14,3085.699951171875,3085.699951171875,3027.75,3040.10009765625,1232383
ADANIENT.NS,2024-08-16,3070.0,3121.60009765625,3039.35009765625,3108.800048828125,970067
ADANIENT.NS,2024-08-19,3122.050048828125,3134.300048828125,3092.949951171875,3102.550048828125,557265
ADANIENT.NS,2024-08-20,3118.949951171875,3126.0,3058.85009765625,3070.64990234375,662263
ADANIENT.NS,2024-08-21,3070.64990234375,3153.300048828125,3068.39990234375,3115.699951171875,1379240
ADANIENT.NS,2024-08-22,3130.75,3150.0,3091.0,3099.050048828125,1378912
ADANIENT.NS,2024-08-23,3101.0,3123.0,3067.60009765625,3076.35009765625,1375224
ADANIENT.NS,2024-08-26,3088.0,3090.0,3055.0,3069.0,1632446
ADANIENT.NS,2024-08-27,3072.199951171875,3095.75,3064.0,3067.10009765625,1310440
ADANIENT.NS,2024-08-28,3078.0,3078.0,3022.10009765625,3028.0,1569652
ADANIENT.NS,2024-08-29,3030.0,3041.949951171875,2981.300048828125,3020.14990234375,1853966
ADANIENT.NS,2024-08-30,3030.0,3038.550048828125,3003.300048828125,3019.35009765625,3509174
ADANIENT.NS,2024-09-02,3021.10009765625,3059.14990234375,2997.60009765625,3042.14990234375,1842658
ADANIENT.NS,2024-09-03,3037.0,3053.050048828125,3023.800048828125,3036.10009765625,1371577
ADANIENT.NS,2024-09-04,3010.0,3025.0,2955.199951171875,3012.35009765625,1212270
ADANIENT.NS,2024-09-05,3025.0,3037.89990234375,3002.0,3015.35009765625,734273
ADANIENT.NS,2024-09-06,3019.0,3025.0,2968.0,2975.449951171875,1251165
ADANIENT.NS,2024-09-09,2972.10009765625,2972.5,2927.300048828125,2964.14990234375,1523581
ADANIENT.NS,2024-09-10,2971.60009765625,3007.39990234375,2947.60009765625,2986.39990234375,803782
ADANIENT.NS,2024-09-11,2985.0,2992.949951171875,2928.0,2937.85009765625,888628
ADANIENT.NS,2024-09-12,2950.0,3000.0,2917.14990234375,2991.0,1314173
ADANIENT.NS,2024-09-13,2972.0,3001.949951171875,2956.050048828125,2968.35009765625,815948
ADANIENT.NS,2024-09-16,2972.0,3026.39990234375,2972.0,2984.89990234375,695162
ADANIENT.NS,2024-09-17,2990.050048828125,2995.89990234375,2952.5,2975.199951171875,698700
ADANIENT.NS,2024-09-18,2976.0,2984.75,2935.0,2956.300048828125,831891
ADANIENT.NS,2024-09-19,2975.050048828125,2975.25,2890.35009765625,2943.14990234375,1655401
ADANIENT.NS,2024-09-20,2948.14990234375,3025.0,2942.050048828125,3008.5,1787210
ADANIENT.NS,2024-09-23,3020.0,3070.0,3015.25,3043.949951171875,897314
ADANIENT.NS,2024-09-24,3055.0,3101.0,3040.25,3093.89990234375,1021918
ADANIENT.NS,2024-09-25,3108.0,3123.89990234375,3080.199951171875,3105.10009765625,913008
ADANIENT.NS,2024-09-26,3085.0,3148.0,3085.0,3122.64990234375,1548019
ADANIENT.NS,2024-09-27,3122.0,3179.0,3116.0,3130.300048828125,2297441
ADANIENT.NS,2024-09-30,3129.0,3209.89990234375,3120.39990234375,3135.85009765625,1607429
ADANIENT.NS,2024-10-01,3136.300048828125,3192.0,3107.0,3186.10009765625,1367116
ADANIENT.NS,2024-10-03,3150.0,3196.35009765625,3084.10009765625,3116.0,1309703
ADANIENT.NS,2024-10-04,3119.89990234375,3149.5,3070.0,3110.64990234375,987583
ADANIENT.NS,2024-10-07,3110.64990234375,3128.5,2980.449951171875,3018.0,1743454
ADANIENT.NS,2024-10-08,3018.5,3170.0,2994.85009765625,3160.699951171875,1776511
ADANIENT.NS,2024-10-09,3175.0,3179.949951171875,3134.39990234375,3153.75,897335
ADANIENT.NS,2024-10-10,3140.0,3211.0,3056.10009765625,3174.199951171875,2905725
ADANIENT.NS,2024-10-11,3174.199951171875,3190.0,3116.0,3137.199951171875,1035260
ADANIENT.NS,2024-10-14,3145.0,3150.10009765625,3092.85009765625,3101.10009765625,437728
ADANIENT.NS,2024-10-15,3124.0,3128.0,3091.5,3104.699951171875,371613
ADANIENT.NS,2024-10-16,3098.0,3115.39990234375,3061.0,3085.89990234375,543476
ADANIENT.NS,2024-10-17,3089.949951171875,3100.0,2993.0,3013.75,2655289
ADANIENT.NS,2024-10-18,2990.0,3031.699951171875,2968.10009765625,3002.0,796339
ADANIENT.NS,2024-10-21,3005.14990234375,3014.949951171875,2916.949951171875,2937.64990234375,1051690
ADANIENT.NS,2024-10-22,2938.0,2955.0,2818.0,2823.800048828125,1209732
ADANIENT.NS,2024-10-23,2840.85009765625,2879.0,2820.10009765625,2835.550048828125,1270530
ADANIENT.NS,2024-10-24,2841.050048828125,2875.14990234375,2807.89990234375,2830.199951171875,942066
ADANIENT.NS,2024-10-25,2845.0,2847.0,2654.699951171875,2693.449951171875,1954174
ADANIENT.NS,2024-10-28,2701.10009765625,2822.39990234375,2672.10009765625,2798.64990234375,1385033
ADANIENT.NS,2024-10-29,2803.0,2863.050048828125,2732.85009765625,2848.60009765625,1529844
ADANIENT.NS,2024-10-30,2864.0,2997.14990234375,2815.050048828125,2969.300048828125,2884272
ADANIENT.NS,2024-10-31,2967.89990234375,2976.5,2933.85009765625,2947.25,1156390
ADANIENT.NS,2024-11-01,2960.0,2975.60009765625,2928.39990234375,2949.5,304673
ADANIENT.NS,2024-11-04,2935.0,2943.0,2857.75,2897.39990234375,1059384
ADANIENT.NS,2024-11-05,2897.39990234375,2924.0,2870.0,2915.550048828125,752303
ADANIENT.NS,2024-11-06,2918.0,3070.0,2918.0,3046.25,1676755
ADANIENT.NS,2024-11-07,3045.0,3045.0,2943.050048828125,2970.10009765625,1285585
ADANIENT.NS,2024-11-08,2965.10009765625,2995.0,2911.25,2929.10009765625,835641
ADANIENT.NS,2024-11-11,2928.0,2946.800048828125,2888.0,2903.64990234375,584144
ADANIENT.NS,2024-11-12,2910.0,2930.449951171875,2855.0,2870.0,597231
ADANIENT.NS,2024-11-13,2860.0,2889.0,2808.0,2816.699951171875,890146
ADANIENT.NS,2024-11-14,2824.0,2844.800048828125,2801.0,2826.800048828125,646797
ADANIENT.NS,2024-11-18,2826.800048828125,2858.64990234375,2793.300048828125,2818.699951171875,489692
ADANIENT.NS,2024-11-19,2831.0,2894.800048828125,2809.800048828125,2821.5,536296
ADANIENT.NS,2024-11-21,2539.35009765625,2539.35009765625,2155.050048828125,2183.64990234375,21796668
ADANIENT.NS,2024-11-22,2101.0,2289.699951171875,2025.0,2228.0,20939196
ADANIENT.NS,2024-11-25,2315.0,2333.64990234375,2238.0,2257.5,7466733
ADANIENT.NS,2024-11-26,2265.60009765625,2292.85009765625,2136.0,2150.5,7723187
ADANIENT.NS,2024-11-27,2180.0,2418.0,2142.14990234375,2397.800048828125,17502156
ADANIENT.NS,2024-11-28,2440.0,2526.300048828125,2400.0,2437.10009765625,14445549
ADANIENT.NS,2024-11-29,2464.050048828125,2520.0,2400.0,2463.14990234375,8191680
ADANIENT.NS,2024-12-02,2491.35009765625,2508.0,2426.60009765625,2457.050048828125,3807565
ADANIENT.NS,2024-12-03,2464.0,2558.0,2462.050048828125,2514.199951171875,4070042
ADANIENT.NS,2024-12-04,2528.0,2530.050048828125,2470.10009765625,2494.75,2344949
ADANIENT.NS,2024-12-05,2505.0,2538.14990234375,2470.25,2522.550048828125,3333144
ADANIENT.NS,2024-12-06,2520.0,2535.0,2502.5,2506.39990234375,1240437
ADANIENT.NS,2024-12-09,2507.89990234375,2526.0,2483.14990234375,2495.85009765625,958369
ADANIENT.NS,2024-12-10,2501.0,2501.0,2455.0,2467.199951171875,1119816
ADANIENT.NS,2024-12-11,2469.0,2480.0,2451.0,2457.25,712674
ADANIENT.NS,2024-12-12,2457.0,2534.800048828125,2446.25,2504.10009765625,2579624
ADANIENT.NS,2024-12-13,2504.0,2545.0,2479.050048828125,2527.550048828125,1940935
ADANIENT.NS,2024-12-16,2530.0,2537.5,2503.0,2512.39990234375,654321
ADANIENT.NS,2024-12-17,2512.0,2525.0,2480.75,2487.60009765625,1061891
ADANIENT.NS,2024-12-18,2489.0,2496.60009765625,2452.0,2457.39990234375,990217
ADANIENT.NS,2024-12-19,2429.0,2434.0,2397.10009765625,2419.35009765625,1181898
ADANIENT.NS,2024-12-20,2429.0,2453.85009765625,2333.0,2344.949951171875,1337016
ADANIENT.NS,2024-12-23,2373.949951171875,2379.5,2332.75,2338.949951171875,758920
ADANIENT.NS,2024-12-24,2355.199951171875,2412.89990234375,2340.0,2372.449951171875,1156186
ADANIENT.NS,2024-12-26,2378.050048828125,2410.0,2368.0,2400.25,895785
ADANIENT.NS,2024-12-27,2415.0,2446.14990234375,2390.5,2409.949951171875,1982291
ADANIENT.NS,2024-12-30,2425.0,2610.0,2421.949951171875,2592.35009765625,7825097
ADANIENT.NS,2024-12-31,2575.0,2577.75,2507.449951171875,2528.64990234375,2745674
ADANIENT.NS,2025-01-01,2536.0,2644.199951171875,2518.25,2554.85009765625,2875721
ADANIENT.NS,2025-01-02,2565.699951171875,2602.0,2537.0,2597.699951171875,1167236
ADANIENT.NS,2025-01-03,2580.0,2619.0,2556.60009765625,2564.60009765625,932795
ADANIENT.NS,2025-01-06,2557.64990234375,2568.85009765625,2463.5,2474.449951171875,1121398
ADANIENT.NS,2025-01-07,2474.64990234375,2525.0,2474.64990234375,2520.550048828125,1019130
ADANIENT.NS,2025-01-08,2520.550048828125,2530.0,2490.0,2515.25,879641
ADANIENT.NS,2025-01-09,2517.0,2517.550048828125,2469.5,2477.89990234375,705838
ADANIENT.NS,2025-01-10,2480.0,2484.60009765625,2368.25,2374.39990234375,1418808
ADANIENT.NS,2025-01-13,2365.0,2365.0,2216.89990234375,2225.14990234375,1559903
ADANIENT.NS,2025-01-14,2241.5,2422.89990234375,2241.5,2380.550048828125,4120705
ADANIENT.NS,2025-01-15,2399.0,2421.949951171875,2372.64990234375,2388.14990234375,1421437
ADANIENT.NS,2025-01-16,2500.0,2570.0,2418.85009765625,2427.85009765625,2841803
ADANIENT.NS,2025-01-17,2450.0,2450.0,2380.050048828125,2399.800048828125,1122205
ADANIENT.NS,2025-01-20,2413.75,2454.0,2390.0,2442.800048828125,1039435
ADANIENT.NS,2025-01-21,2441.75,2441.75,2373.64990234375,2384.300048828125,1206512
ADANIENT.NS,2025-01-22,2399.0,2399.0,2325.14990234375,2376.550048828125,1147334
ADANIENT.NS,2025-01-23,2383.0,2405.14990234375,2355.0,2385.0,826721
ADANIENT.NS,2025-01-24,2387.75,2406.0,2299.39990234375,2315.10009765625,1388583
ADANIENT.NS,2025-01-27,2310.050048828125,2318.10009765625,2250.050048828125,2259.699951171875,1032995
ADANIENT.NS,2025-01-28,2274.199951171875,2315.85009765625,2242.0,2286.050048828125,966497
ADANIENT.NS,2025-01-29,2297.0,2326.25,2282.60009765625,2318.60009765625,785220
ADANIENT.NS,2025-01-30,2325.0,2351.5,2201.300048828125,2252.60009765625,2601625
ADANIENT.NS,2025-01-31,2238.85009765625,2314.949951171875,2213.75,2287.800048828125,2013345
ADANIENT.NS,2025-02-01,2297.0,2351.449951171875,2237.550048828125,2270.0,987362
ADANIENT.NS,2025-02-03,2266.75,2279.0,2213.89990234375,2261.85009765625,824942
ADANIENT.NS,2025-02-04,2278.89990234375,2312.0,2267.550048828125,2301.5,691187
ADANIENT.NS,2025-02-05,2314.949951171875,2349.39990234375,2309.050048828125,2324.60009765625,560940
ADANIENT.NS,2025-02-06,2340.0,2340.0,2298.199951171875,2312.449951171875,680544
ADANIENT.NS,2025-02-07,2312.449951171875,2374.89990234375,2307.35009765625,2338.800048828125,892884
ADANIENT.NS,2025-02-10,2350.0,2350.949951171875,2280.10009765625,2290.800048828125,739708
ADANIENT.NS,2025-02-11,2312.0,2397.0,2306.0,2321.75,4895456
ADANIENT.NS,2025-02-12,2325.0,2378.449951171875,2281.0,2353.449951171875,1933098
ADANIENT.NS,2025-02-13,2354.0,2372.75,2233.39990234375,2244.699951171875,2551665
ADANIENT.NS,2025-02-14,2245.699951171875,2249.300048828125,2124.550048828125,2152.64990234375,2549876
ADANIENT.NS,2025-02-17,2152.64990234375,2240.39990234375,2110.64990234375,2223.699951171875,1400160
ADANIENT.NS,2025-02-18,2240.0,2240.0,2166.050048828125,2220.300048828125,1138085
ADANIENT.NS,2025-02-19,2166.0,2219.39990234375,2127.0,2180.800048828125,1203163